course_title,provider,level,rating,reviews,url,description,skills,source_dataset,it_label,quality_weight
"Save, Load and Export Models with Keras",Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/save-load-export-keras-models,"In this 1 hour long project based course, you will learn to save, load and restore models with Keras. In Keras, we can save just the model weights, or we can save weights along with the entire model architecture. We can also export the models to TensorFlow's Saved Mode format which is very useful when serving a model in production, and we can load models from the Saved Model format back in Keras as well. In order to be successful in this project, you should be familiar with python programming, and basics of neural networks. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",tensorflow lock key artificial neural networks time series application checkpointing loading screen python programming machine learning autocad architecture keras data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Sample-based Learning Methods,University of Alberta,Intermediate,4.7,0.0,https://www.coursera.org/learn/sample-based-learning-methods,"In this course, you will learn about several algorithms that can learn near optimal policies based on trial and error interaction with the environment---learning from the agent s own experience. Learning from actual experience is striking because it requires no prior knowledge of the environment s dynamics, yet can still attain optimal behavior. We will cover intuitively simple but powerful Monte Carlo methods, and temporal difference learning methods including Q-learning. We will wrap up this course investigating how we can get the best of both worlds: algorithms that can combine model-based planning (similar to dynamic programming) and temporal difference updates to radically accelerate learning. By the end of this course you will be able to: - Understand Temporal-Difference learning and Monte Carlo as two strategies for estimating value functions from sampled experience - Understand the importance of exploration, when using sampled experience rather than dynamic programming sweeps within a model - Understand the connections between Monte Carlo and Dynamic Programming and TD. - Implement and apply the TD algorithm, for estimating value functions - Implement and apply Expected Sarsa and Q-learning (two TD methods for control) - Understand the difference between on-policy and off-policy control - Understand planning with simulated experience (as opposed to classic planning strategies) - Implement a model-based approach to RL, called Dyna, which uses simulated experience - Conduct an empirical study to see the improvements in sample efficiency when using Dyna",human learning machine learning reinforcement q-learning estimation monte carlo method reinforcement learning relative change and difference bellman equation temporal difference learning data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Algorithms on Graphs,University of California San Diego,Intermediate,4.7,0.0,https://www.coursera.org/learn/algorithms-on-graphs,"If you have ever used a navigation service to find optimal route and estimate time to destination, you've used algorithms on graphs. Graphs arise in various real-world situations as there are road networks, computer networks and, most recently, social networks! If you're looking for the fastest time to get to work, cheapest way to connect set of computers into a network or efficient algorithm to automatically find communities and opinion leaders in Facebook, you're going to work with graphs and algorithms on graphs. In this course, you will first learn what a graph is and what are some of the most important properties. Then you'll learn several ways to traverse graphs and how you can do useful things while traversing the graph in some order. We will then talk about shortest paths algorithms from the basic ones to those which open door for 1000000 times faster algorithms used in Google Maps and other navigational services. You will use these algorithms if you choose to work on our Fast Shortest Routes industrial capstone project. We will finish with minimum spanning trees which are used to plan road, telephone and computer networks and also find applications in clustering and approximate algorithms.",path (variable) graphs graph theory dijkstras algorithm graph traversal shortest path problem bellman ford algorithm tree traversal graph algorithms algorithms computer-science algorithms,Coursera_IT_cleaned,core_it,1.0
Exploratory Data Analysis With Python and Pandas,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/exploratory-data-analysis-python-pandas,"In this 2-hour long project-based course, you will learn how to perform Exploratory Data Analysis (EDA) in Python. You will use external Python packages such as Pandas, Numpy, Matplotlib, Seaborn etc. to conduct univariate analysis, bivariate analysis, correlation analysis and identify and handle duplicate/missing data. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",data analysis meta-analysis analysis exploratory data analysis pandas data visualization univariate analysis python programming project numpy data-science data-analysis,Coursera_IT_cleaned,core_it,1.0
"Java Programming: Arrays, Lists, and Structured Data",Duke University,Beginner,4.7,0.0,https://www.coursera.org/learn/java-programming-arrays-lists-data,"Build on the software engineering skills you learned in Java Programming: Solving Problems with Software by learning new data structures. Use these data structures to build more complex programs that use Java s object-oriented features. At the end of the course you will write an encryption program and a program to break your encryption algorithm. After completing this course, you will be able to: 1. Read and write data from/to files; 2. Solve problems involving data files; 3. Perform quantitative analyses of data (e.g., finding maximums, minimums, averages); 4. Store and manipulate data in an array or ArrayList; 5. Combine multiple classes to solve larger problems; 6. Use iterables and collections (including maps) in Java.",java (software platform) hash table arrays dynamic array cryptography computer programming java programming hashing set (abstract data type) data structures computer-science software-development,Coursera_IT_cleaned,core_it,1.0
"Python: Imputations, Feature Creation & Statistical Analysis",Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/imputations-feature-creation,"In this 3 and half hour long project-based course, you will learn how to perform imputations, feature engineering, statistical analysis, train & evaluate models and exploratory analysis and visualization on your data.",general statistics python programming imputation (statistics) analysis exploratory data analysis missing data project feature engineering evaluation statistical analysis data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Maps and the Geospatial Revolution,The Pennsylvania State University,Intermediate,4.7,0.0,https://www.coursera.org/learn/geospatial,"Learn how advances in geospatial technology and analytical methods have changed how we do everything, and discover how to make maps and analyze geographic patterns using the latest tools. The past decade has seen an explosion of new mechanisms for understanding and using location information in widely-accessible technologies. This Geospatial Revolution has resulted in the development of consumer GPS tools, interactive web maps, and location-aware mobile devices. These radical advances are making it possible for people from all walks of life to use, collect, and understand spatial information like never before. This course brings together core concepts in cartography, geographic information systems, and spatial thinking with real-world examples to provide the fundamentals necessary to engage with Geography beyond the surface-level. We will explore what makes spatial information special, how spatial data is created, how spatial analysis is conducted, and how to design maps so that they re effective at telling the stories we wish to share. To gain experience using this knowledge, we will work with the latest mapping and analysis software to explore geographic problems.",map ordered pair cartography gis software geographic information system scaling global positioning system thematic map mapping spatial analysis data-science data-analysis,Coursera_IT_cleaned,core_it,1.0
Regression with Automatic Differentiation in TensorFlow,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/regression-automatic-differentiation-tensorflow,"In this 1.5 hour long project-based course, you will learn about constants and variables in TensorFlow, you will learn how to use automatic differentiation, and you will apply automatic differentiation to solve a linear regression problem. By the end of this project, you will have a good understanding of how machine learning algorithms can be implemented in TensorFlow. In order to be successful in this project, you should be familiar with Python, Gradient Descent, Linear Regression. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",tensorflow project machine learning algorithms automatic differentiation linearity linear regression calculus python programming regression data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Using Python to Access Web Data,University of Michigan,Unknown,4.7,0.0,https://www.coursera.org/learn/python-network-data,"This course will show how one can treat the Internet as a source of data. We will scrape, parse, and read web data as well as access data using web APIs. We will work with HTML, XML, and JSON data formats in Python. This course will cover Chapters 11-13 of the textbook Python for Everybody . To succeed in this course, you should be familiar with the material covered in Chapters 1-10 of the textbook and the first two courses in this specialization. These topics include variables and expressions, conditional execution (loops, branching, and try/except), functions, Python data structures (strings, lists, dictionaries, and tuples), and manipulating files. This course covers Python 3.",parsing web api python programming regular expression web computer programming json xml web scraping application programming interfaces computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Introduction to UI Design,University of Minnesota,Unknown,4.7,0.0,https://www.coursera.org/learn/ui-design,"In this course, you will gain an understanding of the critical importance of user interface design. You will also learn industry-standard methods for how to approach the design of a user interface and key theories and frameworks that underlie the design of most interfaces you use today. Through a series of case studies on commercial systems - many of which you likely use on a regular basis - we will illustrate the benefits of good design. We will also demonstrate how the costs of bad design can often be severe (in user experience, money, and even human lives). You will then gain a high-level understanding of the user-interface design process. You will be introduced to common design scenarios - e.g. improving on existing designs and starting a new design from scratch - and the general design processes that tend to be used for each scenario. Finally, we will begin introducing the large body of existing knowledge on design by providing overviews of core user interface design theories and concepts. This key foundational information will help you avoid reinventing the wheel when you are designing your interfaces in this specialization.",usability user interface experience interfaces evaluation java annotation user interface design principle principles of user interface design user experience computer-science design-and-product,Coursera_IT_cleaned,core_it,1.0
Deep Learning Inference with Azure ML Studio,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/azure-machine-learning-studio-deep-learning-inference,"In this project-based course, you will use the Multiclass Neural Network module in Azure Machine Learning Studio to train a neural network to recognize handwritten digits. Microsoft Azure Machine Learning Studio is a drag-and-drop tool you can use to rapidly build and deploy machine learning models on Azure. The data used in this course is the popular MNIST data set consisting of 70,000 grayscale images of hand-written digits. You are going to deploy the trained neural network model as an Azure Web service. Azure Web Services provide an interface between an application and a Machine Learning Studio workflow scoring model. You will write a Python application to use the Batch Execution Service and predict the class labels of handwritten digits. This is the third course in this series on building machine learning applications using Azure Machine Learning Studio. I highly encourage you to take the first course before proceeding. It has instructions on how to set up your Azure ML account with $200 worth of free credit to get started with running your experiments! This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you ll get instant access to a cloud desktop with Python, Jupyter, and scikit-learn pre-installed. Notes: - You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",web service inference deep learning web application experiment interfaces machine learning network model web python programming data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Introduction to Artificial Intelligence (AI),IBM,Unknown,4.7,0.0,https://www.coursera.org/learn/introduction-to-ai,"In this course you will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI concepts and terms like machine learning, deep learning and neural networks. You will be exposed to various issues and concerns surrounding AI such as ethics and bias, & jobs, and get advice from experts about learning and starting a career in AI. You will also demonstrate AI in action with a mini project. This course does not require any programming or computer science expertise and is designed to introduce the basics of AI to anyone whether you have a technical background or not.",machine learning artificial general intelligence application domain ethics of artificial intelligence human learning language artificial neural networks computer vision ethics deep learning data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Security Best Practices in Google Cloud,Google Cloud,Beginner,4.7,0.0,https://www.coursera.org/learn/security-best-practices-in-google-cloud,"This self-paced training course gives participants broad study of security controls and techniques on Google Cloud Platform. Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy the components of a secure GCP solution, including Cloud Identity, the GCP Resource Manager, Cloud IAM, Google Virtual Private Cloud firewalls, Google Cloud Load balancing, Cloud CDN, Cloud Storage access control technologies, Stackdriver, Security Keys, Customer-Supplied Encryption Keys, Security Command Center, the Google Data Loss Prevention API, and Cloud Armor. Participants learn mitigations for attacks at many points in a GCP-based infrastructure, including Distributed Denial-of-Service attacks, phishing attacks, and threats involving content classification and use. To get the most out of this course, participants should have: * Prior completion of Google Cloud Platform Fundamentals: Core Infrastructure or equivalent experience * Prior completion of GCP and Hybrid Networking Deep Dive or equivalent experience * Knowledge of foundational concepts in information security, such as * vulnerability, threat, attack surface * confidentiality, integrity, availability * common threat types and their mitigation strategies * public-key cryptography * public and private key pairs * certificates * cipher types * certificate authorities * Transport Layer Security/Secure Sockets Layer encrypted communication * public key infrastructures * security policy * Basic proficiency with command-line tools and Linux operating system environments * Systems Operations experience, deploying and managing applications, on-premises or in a public cloud environment * Reading comprehension of code in Python or Javascript >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",key (cryptography) access control list data at rest authentication security encryption software security uniform resource locator system software authorization information-technology cloud-computing,Coursera_IT_cleaned,core_it,1.0
Creating a Personal Site with Gatsby,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/creating-personal-site-gatsby,"In this 2-hour long project-based course, you will learn how to create a personal website with Gatsby. You will: 1. Learn about the project structure of a Gatsby Project 2. Learn how to create and style layout templates for pages on our website 3. Learn how to publish our site on Netlify This guided project is for anyone who has a basic knowledge of HTML, CSS, and intermediate Javascript. If you want to publish your site for free on Github you should also have a Github account. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",personal advertisement javascript syntax web development pageable memory web project syntax project mine javascript template processor computer-science mobile-and-web-development,Coursera_IT_cleaned,core_it,1.0
Introduction to Neurohacking In R,Johns Hopkins University,Advanced,4.7,0.0,https://www.coursera.org/learn/neurohacking,"Neurohacking describes how to use the R programming language (https://cran.r-project.org/) and its associated package to perform manipulation, processing, and analysis of neuroimaging data. We focus on publicly-available structural magnetic resonance imaging (MRI). We discuss concepts such as inhomogeneity correction, image registration, and image visualization. By the end of this course, you will be able to: Read/write images of the brain in the NIfTI (Neuroimaging Informatics Technology Initiative) format Visualize and explore these images Perform inhomogeneity correction, brain extraction, and image registration (within a subject and to a template).",image registration wrapper function fmri cerebrospinal fluid r programming eulers totient function image processing neuroimaging computer programming neuroscience data-science data-analysis,Coursera_IT_cleaned,core_it,1.0
Introduction to HTML5,University of Michigan,Unknown,4.7,0.0,https://www.coursera.org/learn/html,"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities. The textbook we use is available online, The Missing Link: An Introduction to Web Development and Programming by Michael Mendez from www.opensuny.org. This course will appeal to a wide variety of people, but specifically those who would like a step-by-step description of the basics. There are no prerequisites for this course and it is assumed that students have no prior programming skills or IT experience. The course will culminate in a small final project that will require the completion of a very simple page with links and images. The focus of this course is on the basics, not appearance. You can see a sample final page at http://intro-webdesign.com/html5-plain.html. This is the first course in the Web Design For Everybody specialization. Subsequent courses focus on the marketable skills of styling the page with CSS3, adding interactivity with JavaScript and enhancing the styling with responsive design. You can see a sample site for the capstone course at http://intro-webdesign.com/",web page web development web hosting service web accessibility html semantics html5 web syntax web design computer-science mobile-and-web-development,Coursera_IT_cleaned,core_it,1.0
Reproducible Templates for Analysis and Dissemination,Emory University,Advanced,4.7,0.0,https://www.coursera.org/learn/reproducible-templates-analysis,"This course will assist you with recreating work that a previous coworker completed, revisiting a project you abandoned some time ago, or simply reproducing a document with a consistent format and workflow. Incomplete information about how the work was done, where the files are, and which is the most recent version can give rise to many complications. This course focuses on the proper documentation creation process, allowing you and your colleagues to easily reproduce the components of your workflow. Throughout this course, you'll receive helpful demonstrations of RStudio and the R Markdown language and engage in active learning opportunities to help you build a professional online portfolio.",syntax github probability density function booking yaml rstudio surround sound documents html ordered pair data-science data-analysis,Coursera_IT_cleaned,core_it,1.0
Create basic behavior with C# in Unity,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/create-basic-behavior-csharp-unity,"In this 1-hour, project-based course, you will create a simple game environment and a handful of simple blocks of code called components and attach them to game-objects in various configurations. You will develop a foundational understanding of coding in C# and understand the value and power of Unity s component system. Additionally, you'll learn some simple techniques to make your code more robust and manageable.",c++ software engineering block code modifier key component diagram c sharp (programming language) project soft key basic block unit type computer-science software-development,Coursera_IT_cleaned,core_it,1.0
"Networks: Friends, Money, and Bytes",Princeton University,Advanced,4.7,0.0,https://www.coursera.org/learn/friends-money-bytes,"You pick up your iPhone while waiting in line at a coffee shop. You google a not-so-famous actor, get linked to a Wikipedia entry listing his recent movies and popular YouTube clips of several of them. You check out user reviews on Amazon and pick one, download that movie on BitTorrent or stream that in Netflix. But suddenly the WiFi logo on your phone is gone and you're on 3G. Video quality starts to degrade, but you don't know if it's the server getting crowded or the Internet is congested somewhere. In any case, it costs you $10 per Gigabyte, and you decide to stop watching the movie, and instead multitask between sending tweets and calling your friend on Skype, while songs stream from iCloud to your phone. You're happy with the call quality, but get a little irritated when you see there're no new followers on Twitter. You may wonder how they all kind of work, and why sometimes they don't. Take a look at the list of 20 questions below. Each question is selected not just for its relevance to our daily lives, but also for the core concepts in the field of networking illustrated by its answers. This course is about formulating and answering these 20 questions. All the features of this course are available for free. It does not offer a certificate upon completion.",internet social network throughput power control network congestion wi-fi pagerank cellular network flat rate auctions computer-science computer-security-and-networks,Coursera_IT_cleaned,core_it,1.0
Easing the Transition to GIMP for Photoshop Users,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/transition-to-gimp-for-photoshop-users,"In this project, you learn about setting up GIMP to work more like Photoshop. You will learn how to make the GIMP desktop similar to Photoshop s desktop. You will become familiar with GIMP s tools and how they compare to Photoshop s tools. You will learn how to make GIMP s keyboard shortcuts be similar to Photoshop s keyboard shortcuts. Plus, you ll create a digital poster by completing a few common editing techniques, and comparing these steps to what you are familiar with in Photoshop. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",dialog box file shortcut adobe photoshop project mine html matching keyboard shortcut machine learning poster project computer-science design-and-product,Coursera_IT_cleaned,core_it,1.0
Introduction to Deep Learning & Neural Networks with Keras,IBM,Beginner,4.7,0.0,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,"Looking to start a career in Deep Learning? Look no further. This course will introduce you to the field of deep learning and help you answer many questions that people are asking nowadays, like what is deep learning, and how do deep learning models compare to artificial neural networks? You will learn about the different deep learning models and build your first deep learning model using the Keras library. After completing this course, learners will be able to: \tdescribe what a neural network is, what a deep learning model is, and the difference between them. \tdemonstrate an understanding of unsupervised deep learning models such as autoencoders and restricted Boltzmann machines. \tdemonstrate an understanding of supervised deep learning models such as convolutional neural networks and recurrent networks. \tbuild deep learning models and networks using the Keras library.",recurrent neural network artificial neural networks machine learning autoencoder deep learning convolutional neural network python programming human learning regression keras data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Basic Game Development with Levels using Scratch,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/basic-game-development-with-levels-using-scratch,"By the end of this project, you will create a basic game using additional features with an introductory, web-based coding program called Scratch. Learning to code will allow you to build basic coding or computer science skills and a fundamental understanding in order to grow your programming abilities. Learners will engage in the design process in order to develop an understanding of how to develop algorithms that control programs, use event-driven programming, and debug a program. Introduction to Basic Game Development using Scratch is a prerequisite for this project. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",angular process event-driven programming language software engineering algorithms ordered pair computer programming debugging angularjs computer-science algorithms,Coursera_IT_cleaned,core_it,1.0
Using Databases with Python,University of Michigan,Unknown,4.7,0.0,https://www.coursera.org/learn/python-databases,"This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort. The course will use SQLite3 as its database. We will also build web crawlers and multi-step data gathering and visualization processes. We will use the D3.js library to do basic data visualization. This course will cover Chapters 14-15 of the book Python for Everybody . To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.",data model database model sql sqlite modeling json databases python programming computer programming relational database computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",Intermediate,4.7,0.0,https://www.coursera.org/learn/mcmc-bayesian-statistics,"This is the second of a two-course sequence introducing the fundamentals of Bayesian statistics. It builds on the course Bayesian Statistics: From Concept to Data Analysis, which introduces Bayesian methods through use of simple conjugate models. Real-world data often require more sophisticated models to reach realistic conclusions. This course aims to expand our Bayesian toolbox with more general models, and computational techniques to fit them. In particular, we will introduce Markov chain Monte Carlo (MCMC) methods, which allow sampling from posterior distributions that have no analytical solution. We will use the open-source, freely available software R (some experience is assumed, e.g., completing the previous course in R) and JAGS (no experience required). We will learn how to construct, fit, assess, and compare Bayesian statistical models to answer scientific questions involving continuous, binary, and count data. This course combines lecture videos, computer demonstrations, readings, exercises, and discussion boards to create an active learning experience. The lectures provide some of the basic mathematical development, explanations of the statistical modeling process, and a few basic modeling techniques commonly used by statisticians. Computer demonstrations provide concrete, practical walkthroughs. Completion of this course will give you access to a wide range of Bayesian analytical tools, customizable to your data.",inference general statistics monte carlo method markov chain modeling bayesian chaining bayesian inference markov chain monte carlo bayesian statistics data-science probability-and-statistics,Coursera_IT_cleaned,core_it,1.0
An Introduction to Interactive Programming in Python (Part 1),Rice University,Advanced,4.7,0.0,https://www.coursera.org/learn/interactive-python-1,"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse. In part 1 of this course, we will introduce the basic elements of programming (such as expressions, conditionals, and functions) and then use these elements to create simple interactive applications such as a digital stopwatch. Part 1 of this class will culminate in building a version of the classic arcade game ""Pong"".",programming principles principle semantics syntax python syntax and semantics language computer programming interactive computing interactivity python programming computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Computer Simulations,"University of California, Davis",Advanced,4.7,0.0,https://www.coursera.org/learn/computer-simulations,"Big data and artificial intelligence get most of the press about computational social science, but maybe the most complex aspect of it refers to using computational tools to explore and develop social science theory. This course shows how computer simulations are being used to explore the realm of what is theoretically possible. Computer simulations allow us to study why societies are the way they are, and to dream about the world we would like to live in. This can be as intuitive as playing a video game. Much like the well-known video game SimCity is used to build and manage an artificial city, we use agent-based models to grow and study artificial societies. Without hurting anyone in the real world, computer simulations allow us explore how to make the world a better place. We play hands-on with several practical computer simulation models and explore how we can combine hypothetical models with real world data. Finally, you will program a simple artificial society yourself, bottom-up. This will allow you to feel the complexity that arises when designing social systems, while at the same time experiencing the ease with which our new computational tools allow us to pursue such daunting endeavors.",modeling numerical analysis materials computational social science cost benefit analysis behavioral economics simulation utility agent-based model computer simulation data-science machine-learning,Coursera_IT_cleaned,core_it,1.0
Cloud Computing Fundamentals on Alibaba Cloud,Alibaba Cloud Academy,Beginner,4.7,0.0,https://www.coursera.org/learn/alibaba-cloud-computing,"Looking to dive into the world of Alibaba Cloud with a comprehensive introduction to the range of products and solutions offered by Alibaba Cloud? Fundamental Architecting on Alibaba Cloud is a course designed for users looking to start this journey with a look into Alibaba Cloud's core products. Fundamental Architecting looks into storage, networking, auto-scaling, and security solutions as well as scenarios to best combine these products to create a complete cloud-based architecture. After completing this course the learner should: Have general knowledge of Cloud Computing, Network Security, and the IT industry. Able to develop general solutions and enterprise best practices based on Alibaba Cloud's products. Knowledge in the use and operation of Alibaba Cloud's ECS, Server Load Balancers, OSS, VPC, Auto Scaling, CDN, Alibaba Cloud Security, and CloudMonitor products.",backup databases private network cloud platforms data security virtual private server image processing web hosting service cloud computing web server computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Java Primitive Types to Calculate Expenses,Coursera Project Network,Beginner,4.7,0.0,https://www.coursera.org/learn/java-primitive-types-to-calculate-expenses,"In this project you will create an application that calculates a monthly expense estimation using a calculated monthly house payment and grocery bills using Java. Java is an Object-Oriented language that contains many Classes but also contains what are called Primitive Data Types. These primitive data types are used to store numbers and characters in Java and have all the Arithmetic operations needed to perform various calculations. To get started with Java, it is important to know how to use these built in data types as they are found throughout the language. The primitive data types take up much less space than objects do and can make a program much more efficient when used properly. Note: This course works best for learners who are based in the North America region. We re currently working on providing the same experience in other regions.",computer programming data type primitive data type payments ordered pair java (software platform) expense project c++ arithmetic computer-science software-development,Coursera_IT_cleaned,core_it,1.0
AWS Fundamentals: Building Serverless Applications,Amazon Web Services,Beginner,4.7,0.0,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications,"This course will introduce you to Amazon Web Services (AWS) serverless architecture. Through demonstrations and hands-on exercises you'll learn skills in building and deploying serverless solutions. Using real-world examples of a serverless website and chat bot, you'll build upon your existing knowledge of the AWS cloud to take advantage of the benefits of modern architectures for greater agility, innovation, and lower total cost of ownership across a range of AWS services, including AWS Lambda, Amazon API Gateway, Amazon DynamoDB, and Amazon Lex. In this course, you'll have the option to complete hands-on exercises. We strongly suggest you take advantage of the AWS Free Tier to follow the lab exercises provided by throughout the course. Be aware that any services used outside of the free tier may result in you incurring charges through your AWS account. Class forums will also allow you to ask questions and interact with AWS training instructors. After completing this course, you'll have the knowledge and skills to build serverless solutions on AWS. This course has been developed by AWS, and is delivered by AWS technical instructors who teach cloud computing courses around the globe.",amazon web services serverless computing amazon cloudfront continuous integration web service application programming interfaces cloud computing lexical analysis web amazon dynamodb information-technology cloud-computing,Coursera_IT_cleaned,core_it,1.0
VLSI CAD Part I: Logic,University of Illinois at Urbana-Champaign,Intermediate,4.7,0.0,https://www.coursera.org/learn/vlsi-cad-logic,"A modern VLSI chip has a zillion parts -- logic, control, memory, interconnect, etc. How do we design these complex chips? Answer: CAD software tools. Learn how to build thesA modern VLSI chip is a remarkably complex beast: billions of transistors, millions of logic gates deployed for computation and control, big blocks of memory, embedded blocks of pre-designed functions designed by third parties (called intellectual property or IP blocks). How do people manage to design these complicated chips? Answer: a sequence of computer aided design (CAD) tools takes an abstract description of the chip, and refines it step-wise to a final design. This class focuses on the major design tools used in the creation of an Application Specific Integrated Circuit (ASIC) or System on Chip (SoC) design. Our focus in this first part of the course is on key Boolean logic representations that make it possible to synthesize, and to verify, the gate-level logic in these designs. This is the first step of the design chain, as we move from logic to layout. Our goal is for students to understand how the tools themselves work, at the level of their fundamental algorithms and data structures. Topics covered will include: Computational Boolean algebra, logic verification, and logic synthesis (2-level and multi-level). Recommended Background Programming experience (C, C++, Java, Python, etc.) and basic knowledge of data structures and algorithms (especially recursive algorithms). An understanding of basic digital design: Boolean algebra, Kmaps, gates and flip flops, finite state machine design. Linear algebra and calculus at the level of a junior or senior in engineering. Exposure to basic VLSI at an undergraduate level is nice -- but it s not necessary. We will keep the course self-contained, but students with some VLSI will be able to skip some background material.e tools in this class.",3d lookup table boolean network binary decision diagram logic logic gate lambda cube algebra boolean algebra computer-aided design digital design computer-science algorithms,Coursera_IT_cleaned,core_it,1.0
Unordered Data Structures,University of Illinois at Urbana-Champaign,Advanced,4.7,0.0,https://www.coursera.org/learn/cs-fundamentals-3,"The Unordered Data Structures course covers the data structures and algorithms needed to implement hash tables, disjoint sets and graphs. These fundamental data structures are useful for unordered data. For example, a hash table provides immediate access to data indexed by an arbitrary key value, that could be a number (such as a memory address for cached memory), a URL (such as for a web cache) or a dictionary. Graphs are used to represent relationships between items, and this course covers several different data structures for representing graphs and several different algorithms for traversing graphs, including finding the shortest route from one node to another node. These graph algorithms will also depend on another concept called disjoint sets, so this course will also cover its data structure and associated algorithms.",data structures graph algorithms tree traversal spanning tree algorithms shortest path problem graph traversal c++ graphs hashing computer-science software-development,Coursera_IT_cleaned,core_it,1.0
Building Web Applications in PHP,University of Michigan,Beginner,4.7,0.0,https://www.coursera.org/learn/web-applications-php,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server. You'll be introduced to the request/response cycle, including GET/POST/Redirect. You'll also gain an introductory understanding of Hypertext Markup Language (HTML), as well as the basic syntax and data structures of the PHP language, variables, logic, iteration, arrays, error handling, and superglobal variables, among other elements. An introduction to Cascading Style Sheets (CSS) will allow you to style markup for webpages. Lastly, you'll gain the skills and knowledge to install and use an integrated PHP/MySQL environment like XAMPP or MAMP.",web development web application php html5 web php syntax and semantics syntax html html and css css computer-science mobile-and-web-development,Coursera_IT_cleaned,core_it,1.0
